         9162875 function calls (9143498 primitive calls) in 46.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 charstatemodel.py:485(compile_member_states_lookup_mappings)
        4    0.000    0.000    0.000    0.000 charstatemodel.py:659(fundamental_state_iter)
        4    0.000    0.000    0.000    0.000 charstatemodel.py:1057(_set_member_states)
      128    0.000    0.000    0.000    0.000 charstatemodel.py:1028(_get_state_denomination)
       40    0.000    0.000    0.000    0.000 charstatemodel.py:1050(_get_member_states)
       84    0.000    0.000    0.016    0.000 charstatemodel.py:570(set_state_as_attribute)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1230(__init__)
        1    0.000    0.000    0.031    0.031 charstatemodel.py:1270(__init__)
        3    0.000    0.000    0.000    0.000 charstatemodel.py:1344(__init__)
        1    0.000    0.000    0.047    0.047 charstatemodel.py:1310(__init__)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1382(__init__)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1390(__init__)
        1    0.000    0.000    0.000    0.000 nexmlreader.py:45(_AnnotationParser)
        1    0.000    0.000    0.000    0.000 nexmlreader.py:132(NexmlElement)
        1    0.000    0.000    0.000    0.000 nexmlreader.py:222(NexmlReader)
        1    0.000    0.000    0.000    0.000 nexmlreader.py:422(_NexmlTreeParser)
        1    0.000    0.000    0.000    0.000 nexmlreader.py:576(_NexmlCharBlockParser)
        1    0.000    0.000    0.000    0.000 nexmlwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nexmlwriter.py:88(NexmlWriter)
        1    0.000    0.000    0.000    0.000 nexmlyielder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nexmlyielder.py:31(NexmlTreeDataYielder)
        1    0.000    0.000    0.016    0.016 phylipreader.py:1(<module>)
        1    0.000    0.000    0.016    0.016 filesys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 messaging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 messaging.py:98(ConsoleMessenger)
        3    0.000    0.000    0.000    0.000 messaging.py:53(get_logger)
        3    0.000    0.000    0.000    0.000 messaging.py:33(get_logging_level)
        3    0.000    0.000    0.000    0.000 __init__.py:1460(setLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:1415(_clear_cache)
        3    0.000    0.000    0.000    0.000 __init__.py:1076(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:936(setLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:983(setFormatter)
        3    0.000    0.000    0.000    0.000 __init__.py:1646(addHandler)
        1    0.000    0.000    0.000    0.000 filesys.py:67(LineReadingThread)
        1    0.000    0.000    0.000    0.000 phylipreader.py:30(PhylipReader)
        1    0.000    0.000    0.000    0.000 phylipreader.py:41(PhylipStrictSequentialError)
        1    0.000    0.000    0.000    0.000 phylipreader.py:45(PhylipStrictInterleavedError)
        1    0.000    0.000    0.000    0.000 phylipreader.py:49(PhylipRelaxedSequentialError)
        1    0.000    0.000    0.000    0.000 phylipreader.py:53(PhylipRelaxedInterleavedError)
        1    0.000    0.000    0.000    0.000 phylipwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 phylipwriter.py:29(PhylipWriter)
        1    0.000    0.000    0.000    0.000 multiphylipreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiphylipreader.py:31(MultiPhylipReader)
        5    0.000    0.000    0.000    0.000 container.py:390(__init__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:941(update)
     1010    0.000    0.000    0.016    0.000 container.py:396(__setitem__)
        1    0.000    0.000    0.000    0.000 _bipartition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bipartition.py:6(Bipartition)
        1    0.000    0.000    0.000    0.000 _edge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _edge.py:9(Edge)
        1    0.000    0.000    0.000    0.000 _node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _node.py:10(Node)
        1    0.000    0.000    0.000    0.000 _tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 terminal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 :0(next_plus)
        1    0.000    0.000    0.000    0.000 __init__.py:1273(append)
        1    0.000    0.000    0.000    0.000 _tree.py:21(Tree)
        1    0.000    0.000    0.000    0.000 _tree.py:4331(AsciiTreePlot)
        1    0.000    0.000    0.000    0.000 _tree.py:4332(NullEdgeLengthError)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 statistics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 probability.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combinatorics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 statistics.py:260(FishersExactTest)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:43(TreeList)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:1224(SplitDistribution)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:1824(SplitDistributionSummarizer)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:2102(TreeArray)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:2118(IncompatibleTreeArrayUpdate)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:2120(IncompatibleRootingTreeArrayUpdate)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:2122(IncompatibleEdgeLengthsTreeArrayUpdate)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:2124(IncompatibleNodeAgesTreeArrayUpdate)
        1    0.000    0.000    0.000    0.000 treecollectionmodel.py:2126(IncompatibleTreeWeightsTreeArrayUpdate)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:47(ContinuousCharElement)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:59(CharacterType)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:97(CharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:409(CharacterSubset)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:446(CharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1687(ContinuousCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1710(ContinuousCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1726(DiscreteCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1729(DiscreteCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1922(FixedAlphabetCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1925(FixedAlphabetCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1945(DnaCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1948(DnaCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1958(RnaCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1961(RnaCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1971(NucleotideCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1974(NucleotideCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1984(ProteinCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1987(ProteinCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:1997(RestrictionSitesCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:2000(RestrictionSitesCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:2010(InfiniteSitesCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:2013(InfiniteSitesCharacterMatrix)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:2023(StandardCharacterDataSequence)
        1    0.000    0.000    0.000    0.000 charmatrixmodel.py:2026(StandardCharacterMatrix)
        1    0.000    0.000    0.000    0.000 phylogeneticdistance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 phylogeneticdistance.py:33(PhylogeneticDistanceMatrix)
        1    0.000    0.000    0.000    0.000 phylogeneticdistance.py:1400(NodeDistanceMatrix)
        1    0.000    0.000    0.000    0.000 datasetmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datasetmodel.py:43(DataSet)
        2    0.000    0.000    0.000    0.000 coalescent.py:1(<module>)
        2    0.000    0.000    0.000    0.000 continuous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 continuous.py:30(PhylogeneticIndependentContrasts)
        1    0.000    0.000    0.000    0.000 continuous.py:35(PhylogeneticIndependentContrasts)
        1    0.000    0.000    0.016    0.016 treecalc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treecompare.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treecompare.py:362(TreeShapeKernel)
        1    0.000    0.000    0.000    0.000 treecompare.py:542(AssemblageInducedTreeManager)
        1    0.000    0.000    0.000    0.000 treecompare.py:586(AssemblageInducedTreeShapeKernel)
        1    0.000    0.000    0.000    0.000 treemeasure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treemeasure.py:30(PatristicDistanceMatrix)
        1    0.000    0.000    0.000    0.000 treescore.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parsimony.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parsimony.py:29(_NodeStateSetMap)
        1    0.000    0.000    0.000    0.000 treecalc.py:35(PhylogeneticDistanceMatrix)
        2    0.000    0.000    0.047    0.023 popgensim.py:1(<module>)
        2    0.000    0.000    0.000    0.000 treesim.py:1(<module>)
        1    0.000    0.000    0.000    0.000 birthdeath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treeshape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charsim.py:1(<module>)
        1    0.000    0.000    0.000    0.000 discrete.py:1(<module>)
        1    0.000    0.000    0.000    0.000 discrete.py:34(DiscreteCharacterEvolutionModel)
        1    0.000    0.000    0.000    0.000 discrete.py:74(DiscreteCharacterEvolver)
        1    0.000    0.000    0.000    0.000 discrete.py:185(NucleotideCharacterEvolutionModel)
        1    0.000    0.000    0.000    0.000 discrete.py:260(Hky85)
        1    0.000    0.000    0.000    0.000 discrete.py:371(Jc69)
        1    0.000    0.000    0.000    0.000 seqgen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        1    0.000    0.000    0.000    0.000 processio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 processio.py:64(SessionReader)
        1    0.000    0.000    0.000    0.000 processio.py:91(Session)
        1    0.000    0.000    0.000    0.000 :0(getpid)
        1    0.000    0.000    0.000    0.000 seqgen.py:55(SeqGen)
        1    0.000    0.000    0.000    0.000 seqgen.py:60(SubstitutionModel)
       10    0.000    0.000    0.000    0.000 seqgen.py:61(__init__)
        1    0.000    0.000    0.000    0.000 seqgen.py:77(<listcomp>)
       10    0.000    0.000    0.000    0.000 seqgen.py:63(__str__)
        1    0.000    0.000    0.000    0.000 popgensim.py:33(FragmentedPopulations)
        1    0.000    0.000    0.000    0.000 popgensim.py:27(FragmentedPopulations)
        2    0.000    0.000    0.000    0.000 popgenstat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 popgenstat.py:215(PopulationPairSummaryStatistics)
        1    0.000    0.000    0.000    0.000 popgenstat.py:88(PopulationPairSummaryStatistics)
        2    0.000    0.000    0.000    0.000 reconcile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reconcile.py:28(ContainingTree)
        1    0.000    0.000    0.000    0.000 reconcile.py:43(ContainingTree)
        1    0.000    0.000    0.000    0.000 seqmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 seqmodel.py:27(SeqModel)
        1    0.000    0.000    0.000    0.000 seqmodel.py:38(Hky85SeqModel)
        1    0.000    0.000    0.000    0.000 seqmodel.py:51(Jc69SeqModel)
        1    0.000    0.000    0.000    0.000 seqsim.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treemanip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treesplit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treesplit.py:166(SplitDistribution)
        2    0.000    0.000    0.000    0.000 treesum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treesum.py:33(TreeSummarizer)
        1    0.000    0.000    0.000    0.000 treesum.py:355(TopologyCounter)
        1    0.000    0.000    0.000    0.000 treesum.py:28(TreeSummarizer)
        1    0.000    0.000    0.000    0.000 treesum.py:36(TopologyCounter)
        1    0.000    0.000    0.906    0.906 _tree.py:155(get)
        1    0.000    0.000    0.906    0.906 basemodel.py:133(_get_from)
        1    0.000    0.000    0.000    0.000 basemodel.py:41(_extract_serialization_target_keyword)
        1    0.000    0.000    0.906    0.906 basemodel.py:193(get_from_path)
        1    0.000    0.000    0.906    0.906 _tree.py:37(_parse_and_create_from_stream)
        5    0.000    0.000    0.000    0.000 taxonmodel.py:98(process_kwargs_dict_for_taxon_namespace)
        1    0.000    0.000    0.000    0.000 taxonmodel.py:444(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:54(get_reader)
        1    0.000    0.000    0.000    0.000 newickreader.py:121(__init__)
        1    0.000    0.000    0.000    0.000 ioservice.py:91(__init__)
        3    0.000    0.000    0.000    0.000 ioservice.py:51(__init__)
        1    0.000    0.000    0.000    0.000 newickreader.py:339(_set_rooting)
        2    0.000    0.000    0.000    0.000 ioservice.py:66(check_for_unused_keyword_arguments)
        2    0.000    0.000    0.000    0.000 taxonmodel.py:108(process_attached_taxon_namespace_directives)
        1    0.000    0.000    0.906    0.906 ioservice.py:267(read_tree_lists)
        1    0.000    0.000    0.906    0.906 newickreader.py:310(_read)
        1    0.000    0.000    0.000    0.000 _tree.py:122(tns_factory)
        1    0.000    0.000    0.000    0.000 _tree.py:127(<lambda>)
        2    0.000    0.000    0.000    0.000 treecollectionmodel.py:318(__init__)
        3    0.000    0.000    0.000    0.000 taxonmodel.py:185(__init__)
        1    0.000    0.000    0.000    0.000 nexusprocessing.py:175(__init__)
        1    0.000    0.000    0.000    0.000 nexusprocessing.py:208(_set_taxon_namespace)
